"id","adres","locatie","postcode","zaaknaam","einddatum","begindatum","zaaknummer","zaak_categorie","status_vergunning","zaak_specificatie","o_tijden_terras_vr_za_tot","o_tijden_terras_vr_za_van","o_tijden_terras_zo_do_tot","o_tijden_terras_zo_do_van","openingstijden_vr_za_tot","openingstijden_vr_za_van","openingstijden_zo_do_tot","openingstijden_zo_do_van","status_tijdelijk_terras","tijdelijk_terras_details","publ_besluit_tijdelijk_terras","toestemming_tijdelijk_terras","terrasgeometrie"
"2509","Dapperplein 25","SRID=4326;POINT(4.92831713495909 52.3621285494165)","1093GP","Kervan","2021-05-01","2018-05-01","4596","Restaurant","Verleend","Restaurant","1:00","7:00","0:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.92825773078661 52.3621461956908,4.92819214516461 52.3621330764041,4.92816756893274 52.3620285471073,4.92824004541669 52.3620217359863,4.92824378955605 52.3620297809683,4.92824795913447 52.3620403153841,4.92825045124228 52.3620456282716,4.92825416995188 52.36205658772,4.92825621693911 52.3620639314256,4.92825857345252 52.3620734896641,4.9282599586511 52.3620813140149,4.92826142334706 52.3620914487547,4.92826204588999 52.3620998982172,4.92826219845005 52.3621088129567,4.92826183823255 52.3621177098225,4.92826094003444 52.3621279731467,4.92825905489923 52.3621405632241,4.92825773078661 52.3621461956908)))"
"2510","Rozenboomsteeg 6","SRID=4326;POINT(4.89077253473642 52.3692392215175)","1012PR","De Rozenboom","2025-04-01","2020-04-01","8282","Restaurant","Verleend","Restaurant","02:00","07:00","01:00","07:00","04:00","07:00","03:00","07:00","","","","","SRID=4326;MULTIPOLYGON(((4.89075435921215 52.3692127579036,4.89076205444597 52.3692010905338,4.89080153807937 52.369210847556,4.89079384285421 52.3692225149284,4.89075435921215 52.3692127579036)))"
"2511","Amstelveenseweg 152-H","SRID=4326;POINT(4.85557162494112 52.3537537387069)","1075XM","95 Vijfennegentig","2021-09-01","2017-12-12","12698","Restaurant","Verleend","Restaurant","0:00","7:00","0:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.85562280106815 52.3537922824823,4.85563708711114 52.3537555630518,4.85564708172955 52.3537570209887,4.85563279569434 52.3537937404204,4.85562280106815 52.3537922824823)))"
"2512","Admiraal de Ruijterweg 92-H","SRID=4326;POINT(4.85961152320133 52.3720076366417)","1056GP","Café Kontakt","2021-01-01","2018-01-01","11698","Café","Verleend","Café","","","","","3:00","7:00","1:00","7:00","","","","",""
"2513","Pieter Calandlaan 945","SRID=4326;POINT(4.7975087661129 52.3512861157765)","1069SC","Restaurant Leziz","2020-09-10","2015-09-10","8343","Alcoholvrij","Verleend","Lunchroom","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.79825504559359 52.3515118074855,4.79850326141275 52.3515617028294,4.79849639501459 52.3515745114204,4.79824817913176 52.3515246160621,4.79825504559359 52.3515118074855)))"
"2514","Roelof Hartstraat 27-H","SRID=4326;POINT(4.88576458221944 52.3524203358878)","1071VG","Pizza Beppe4-1 B.V.","2022-11-01","2018-10-12","14988","Restaurant","Verleend","Restaurant","1:00","7:00","0:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"2515","Oudezijds Voorburgwal 64-H","SRID=4326;POINT(4.89892091110593 52.3746476221246)","1012GE","Favorite Chicken & Ribs","2021-01-01","2016-01-01","9407","Alcoholvrij","Verleend","Broodjeszaak","","","","","4:00","7:00","3:00","7:00","","","","",""
"2516","Prinsengracht 735-H","SRID=4326;POINT(4.88593786788084 52.364383561344)","1017JX","Snooker-Club Final Touch","2024-11-01","2019-11-01","4427","Café","Verleend","Café","","","","","3:00","7:00","1:00","7:00","","","","",""
"2517","Sneeuwbalweg 5","SRID=4326;POINT(4.91873361819438 52.3982634435388)","1032VS","Grand Café Noorderpark","2021-11-01","2018-11-01","12423","Café","Verleend","Café","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.91908295535658 52.3980693450608,4.91908695916911 52.3980657406433,4.91909492690144 52.3980578691349,4.91910001554782 52.3980519770837,4.91910511373739 52.3980451801513,4.91910982534239 52.398037657758,4.91911374914523 52.3980300719273,4.91911861529461 52.3980172412874,4.9191206856458 52.3980078383042,4.9191215631612 52.3979993958597,4.91912119000882 52.3979880527395,4.91912037173634 52.3979815340956,4.91911876757333 52.3979747710384,4.91911657144766 52.3979680659726,4.91911407138758 52.3979621439702,4.91911040458213 52.397954709165,4.91910585015176 52.3979473311844,4.91910147819674 52.3979413414656,4.919096027235 52.3979348648648,4.91909066592077 52.3979292332084,4.91908178274005 52.3979211142064,4.9190738641068 52.3979149898321,4.9190660370302 52.3979095294257,4.91905850052762 52.397904552789,4.91904889629516 52.3978993870062,4.91903762046007 52.3978938526567,4.91902653409952 52.3978890429891,4.91901543946791 52.3978850175506,4.91900502771747 52.3978816584139,4.91898881017702 52.3978774317656,4.9189758309278 52.3978745451137,4.91895664403518 52.3978715132966,4.91894591435163 52.3978702643765,4.91893468744175 52.3978694357877,4.91892651189475 52.397868981213,4.91891853888561 52.3978688475605,4.91889522681556 52.397867285566,4.9188623214614 52.3978645307263,4.9188309631723 52.3978614669983,4.91880200958002 52.3978580977703,4.91878093733519 52.397855599633,4.91875524496609 52.3978520332813,4.91876316842128 52.3978489146894,4.91877914252665 52.3978468778561,4.91879443717457 52.3978442083597,4.91880595602748 52.397841733942,4.91882229645076 52.3978374936285,4.91883830157496 52.3978325170148,4.91885466193612 52.3978263868431,4.91886758733798 52.3978206630903,4.91888031915101 52.3978142082136,4.91890115766192 52.3978089486384,4.91897659017511 52.3977893259191,4.91904726869573 52.3977746645223,4.9190660945058 52.3977728202549,4.91908184584977 52.3977716169823,4.91909765957376 52.3977708221616,4.9191091335133 52.3977705000602,4.91912280681297 52.3977703091001,4.91913467613498 52.3977704375852,4.91914721059925 52.3977707319771,4.91916054228728 52.3977713152594,4.9191673382756 52.3977719135695,4.91917752881455 52.3977731375866,4.91918744916455 52.3977746871027,4.91919603406479 52.3977763946316,4.91920461509158 52.3977784695314,4.91921398989968 52.3977811598746,4.91922099102508 52.3977835006267,4.91923161645285 52.3977871829682,4.91924662647309 52.3977932049429,4.91925932351929 52.3977991582197,4.91925166528814 52.3978015726741,4.91924487271614 52.3978039309734,4.91923776326774 52.397807166743,4.91923023771486 52.3978109657625,4.91922517966097 52.3978141468598,4.91922032667985 52.3978173287661,4.91921691516931 52.397819951468,4.91921256957591 52.3978236375024,4.9192089437248 52.3978271380793,4.91920458820201 52.3978317655611,4.91920219610047 52.3978349571772,4.9191997894373 52.3978395295831,4.91919706324937 52.3978452305124,4.91919505283286 52.3978511225634,4.91919405851785 52.397857897345,4.91919410280883 52.3978634209092,4.9191949700423 52.3978686966577,4.91919625404233 52.3978733463927,4.9191985541452 52.3978788788584,4.91920137222819 52.3978839112417,4.91920429946744 52.3978883163977,4.9192073411578 52.3978915922211,4.91921180446653 52.3978961917355,4.91921535950453 52.3978994068186,4.91921912292619 52.3979023088947,4.91922370399659 52.3979054652601,4.91922859466404 52.3979084345498,4.91923420242908 52.3979114694343,4.91923991802643 52.3979140026177,4.91924645325847 52.3979166018007,4.91925319687426 52.3979188879765,4.9192597407111 52.3979206712374,4.91926577583422 52.3979220758962,4.91927181228126 52.3979233550283,4.91927678390156 52.3979240273426,4.91928266598232 52.3979248414629,4.91928819768625 52.3979253654133,4.91929434659758 52.3979257035011,4.91929870053792 52.3979258573816,4.919304907247 52.3979258079304,4.91931085703998 52.3979255803398,4.91931711709078 52.3979251029095,4.91932450968033 52.3979241905864,4.91933056928864 52.3979232730043,4.91933591179942 52.3979222898272,4.91934218177462 52.3979208709481,4.91934701490826 52.3979195719322,4.91935385611442 52.3979174648821,4.91936059721076 52.3979149840379,4.91935713564566 52.3979423013282,4.91917441778287 52.3980371893016,4.91918551115744 52.3980455015648,4.9191459975912 52.3980655045642,4.91913438924243 52.3980572621647,4.91911394230386 52.3980679215139,4.91909762106243 52.3980635341168,4.91908888227844 52.3980715793756,4.91908295535658 52.3980693450608)))"
"2518","Van Woustraat 19","SRID=4326;POINT(4.89986426996046 52.3569280107714)","1074AA","Snackbar/Afhaalcentrum Warung Mini","2021-10-01","2016-07-12","11427","Alcoholvrij","Verleend","Lunchroom","","","","","22:00","12:00","22:00","11:00","","","","",""
"2519","Osdorper Ban 30","SRID=4326;POINT(4.80158704485244 52.3625768542819)","1068MH","Chinees Indisch Restaurant Kwum Wah","2021-01-12","2016-01-12","9195","Restaurant","Verleend","Restaurant","","","","","3:00","7:00","1:00","7:00","","","","",""
"2520","Czaar Peterstraat 106-H","SRID=4326;POINT(4.92930920879649 52.3698526960581)","1018PS","La Virtu","2022-04-01","2019-04-01","15305","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.92924469514964 52.3698627163966,4.92928294284259 52.3698862332353,4.92926400437872 52.3698977733341,4.9292257566859 52.3698742564893,4.92924469514964 52.3698627163966)))"
"2521","Jan Rebelstraat 21","SRID=4326;POINT(4.783766748472 52.3613190961364)","1069CA","SkyPalace B.V.","","","16185","Onbekend","Nog niet bekend","","","","","","","","","","","","","",""
"2522","Tussen Meer 213","SRID=4326;POINT(4.79594779997207 52.3571922239306)","1069DN","Beymen Café en Restaurant","2022-08-03","2017-08-03","11679","Alcoholvrij","Verleend","Onbekend","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.79568663893911 52.357162717824,4.79596542467459 52.3572190475629,4.79595852462342 52.3572318495283,4.79567973881655 52.3571755197732,4.79568663893911 52.357162717824)))"
"2523","Oosterspoorplein 1","SRID=4326;POINT(4.93125304854558 52.3607198439361)","1093JW","Big Burger","2021-07-01","2018-03-01","14598","Fastfood","Verleend","Snackbar","","","","","3:00","7:00","1:00","7:00","","","","",""
"2524","Amstelboulevard 1","SRID=4326;POINT(4.91492049871513 52.3434836893259)","1096HH","Café-Restaurant Riva B.V.","2021-02-01","2016-02-01","10564","Restaurant","Verleend","Restaurant","3:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.9147330388935 52.3434954308003,4.91475596176009 52.3434726716217,4.91476252026206 52.3434723720148,4.91476651426707 52.3434724293441,4.91477017128592 52.3434723780123,4.91477566377778 52.3434723807849,4.91477544220249 52.3434719783474,4.91477531801252 52.3434679983379,4.91477619705758 52.3434636141729,4.9147787387622 52.3434594407138,4.91478142851405 52.3434570025052,4.91478461988296 52.3434543622185,4.91478814096395 52.3434520293626,4.91479566196989 52.3434493042974,4.91480416994375 52.3434477055933,4.91481148601042 52.3434473672575,4.91489975972906 52.3433003671651,4.91498346993309 52.3433193156046,4.91498592240713 52.3433157029991,4.91499735908426 52.3432891674575,4.91498232008351 52.343286505538,4.91497076420315 52.3432850819631,4.9149592883126 52.3432839648224,4.91494456222555 52.3432831918634,4.91493340900195 52.343283045375,4.91491908719608 52.3432833964512,4.91490767449207 52.3432841672757,4.91489492396715 52.3432854939805,4.91488291935891 52.3432871297735,4.91486915638641 52.3432897279256,4.91485563717232 52.3432928882612,4.91483968932588 52.3432974164385,4.91483283915673 52.343299685006,4.91482289225787 52.3433035228304,4.91481176967999 52.3433083253361,4.91480440650629 52.3433118673423,4.91479502981998 52.343316880884,4.91478488932149 52.3433232689043,4.91477516068831 52.3433300667211,4.91476676065804 52.3433371759504,4.91475809734554 52.3433455596148,4.91475126804811 52.3433536954936,4.91474467383115 52.3433632098335,4.91474085639724 52.3433699291763,4.91473761731303 52.3433770589801,4.91473555770461 52.3433828669818,4.91473331100702 52.3433906129752,4.91473223782106 52.3433975983562,4.91473167872389 52.3434032082628,4.91473167411809 52.3434114733897,4.91473258733626 52.3434195380985,4.91473408866698 52.3434270949578,4.91473586846223 52.3434319488984,4.914731924666 52.3434348923003,4.91472671760704 52.3434392081895,4.91472292619316 52.3434434787034,4.9147196336847 52.3434478022258,4.91471656920848 52.343454167434,4.91471518582861 52.3434590087625,4.91471462347478 52.3434649247724,4.91471514759795 52.343470436959,4.91471651227014 52.3434751872058,4.9147184650557 52.3434794296034,4.91472108485801 52.3434835726217,4.91472972651977 52.3434928926107,4.9147330388935 52.3434954308003)))"
"2525","Bijlmerdreef 108","SRID=4326;POINT(4.95040970027572 52.3149605847201)","1102CT","The Traveller","2022-11-01","2019-11-01","15576","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","1:00","7:00","1:00","7:00","","","","",""
"2526","Zuidermolenweg 50A","SRID=4326;POINT(4.78241751214843 52.3598567772579)","1069CG","Köfte Kitchen","2023-07-10","2020-07-09","14395","Alcoholvrij","Verleend","Lunchroom","","","","","03:00","07:00","01:00","07:00","","","","",""
"2527","Agatha Christiesingel 129","SRID=4326;POINT(4.94295520705357 52.3223422735316)","1102VW","Erno's 1 (Lunchroom)","2020-07-01","2015-07-01","5654","Alcoholvrij","Verleend","Lunchroom","","","","","3:00","7:00","1:00","7:00","","","","",""
"2528","Develstein 100B","SRID=4326;POINT(4.95656921579859 52.3229883944006)","1102AK","Restaurant Istanbul","2021-04-01","2018-04-01","14900","Alcoholvrij","Verleend","Lunchroom","","","","","3:00","7:00","1:00","7:00","","","","",""
"2529","Koningsplein 20","SRID=4326;POINT(4.88851595080596 52.3669977498812)","1017BB","Arket","2021-04-01","2018-04-01","14606","Additionele horeca","Verleend","Warenhuis","","","","","22:00","6:00","22:00","6:00","","","","",""
"2530","Korte Leidsedwarsstraat 26","SRID=4326;POINT(4.88375644314667 52.363844049672)","1017RC","De Club Up","2024-12-01","2019-12-01","8339","Nachtzaak","Verleend","Discotheek","","","","","5:00","9:00","4:00","9:00","","","","",""
"2531","Zuiderzeeweg 28","SRID=4326;POINT(4.96064907479139 52.3707694995016)","1095KJ","Onbewokt B.V. RLGC","2021-02-01","2018-02-01","14129","Culturele Horeca","Verleend","Horeca VI","","","","","4:00","9:00","3:00","9:00","","","","",""
"2532","Marnixstraat 194-H","SRID=4326;POINT(4.87584252840465 52.3715574721569)","1016TJ","Coffeeshop 1e Hulp","2022-05-01","2019-05-01","13418","Coffeeshop","Verleend","Coffeeshop","","","","","1:00","7:00","1:00","7:00","","","","",""
"2533","Burg De Vlugtlaan 53","SRID=4326;POINT(4.83274983793484 52.3794346430853)","1063BG","By Kebapci","2021-11-02","2018-09-07","14185","Alcoholvrij","Verleend","Lunchroom","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.83280541101746 52.3794474634824,4.83281601311579 52.3794727062359,4.83274745459279 52.3794834898597,4.83273825178255 52.3794615786212,4.8327397299112 52.3794584668414,4.83274342138019 52.3794592300709,4.83274462383412 52.379457024748,4.83280541101746 52.3794474634824)))"
"2534","Radarweg 236","SRID=4326;POINT(4.83554689742421 52.3871769993751)","1043NV","Wissenkerke","2024-06-04","2019-03-12","8130","Café","Verleend","Eetcafé","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"2535","Wijttenbachstraat 290","SRID=4326;POINT(4.92853796626537 52.3606464556691)","1093JK","Lalla Rookh","2020-06-01","2015-04-17","10504","Eethuis","Verleend","Eethuis","0:00","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.92856100829576 52.3606768868611,4.9286151540451 52.360597230253,4.92864632625846 52.3606051722713,4.92859218055521 52.3606848288936,4.92856100829576 52.3606768868611)))"
"2536","Herman Bonpad 7","SRID=4326;POINT(4.79846998434493 52.3662553366112)","1067SN","R.K. Sportvereniging D.C.G.","2025-01-02","2020-01-02","9410","Additionele horeca","Verleend","Clubgebouw","","","","","","","","","","","","",""
"2537","Eerste Oosterparkstraat 49-H","SRID=4326;POINT(4.9088575751927 52.356020949615)","1091GV","Café Five Stars","2024-05-01","2019-05-01","5255","Café","Verleend","Café","","","","","3:00","7:00","1:00","7:00","","","","",""
"2538","Beukenplein 14-H","SRID=4326;POINT(4.91771248784786 52.3570629652703)","1091KG","Coffee Bru","2024-09-01","2019-07-08","10053","Alcoholvrij","Verleend","Lunchroom","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.91781950338511 52.3571230245806,4.91785027985462 52.3570802607577,4.91794430714708 52.3571056287549,4.91791353075027 52.3571483926019,4.91781950338511 52.3571230245806)),((4.91774562013196 52.3571030912477,4.91777639884215 52.3570603244097,4.91780326374776 52.3570675724332,4.91777248505834 52.3571103392781,4.91774562013196 52.3571030912477)))"
"2539","Buikslotermeerplein 389","SRID=4326;POINT(4.94144803126861 52.3980658086028)","1025XE","Noord City","2022-07-01","2019-04-11","15141","Café","Verleend","Café","","","","","3:00","7:00","1:00","7:00","","","","",""
"2540","Dapperstraat 10A","SRID=4326;POINT(4.92592396526085 52.3649773053592)","1093BT","Alex+Pinard","2020-12-01","2017-12-01","14304","Café","Verleend","Café","0:00","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.92596424948709 52.3649704428301,4.92568597699406 52.3649130792669,4.92569159939036 52.364902858364,4.92596987182676 52.3649602219143,4.92596424948709 52.3649704428301)),((4.92596424948709 52.3649704428301,4.92598084098203 52.3649740697061,4.92593146855647 52.3650587089813,4.92591487703402 52.3650550820985,4.92596424948709 52.3649704428301)))"
"2541","Reguliersbreestraat 51-H","SRID=4326;POINT(4.89572255705249 52.3664197737745)","1017CM","S. Deniz/New York Pizza","2021-07-01","2016-07-01","11539","Restaurant","Verleend","Restaurant","","","","","4:00","7:00","3:00","7:00","","","","",""
"2542","Floraweg 99","SRID=4326;POINT(4.91534969107536 52.3996211779404)","1032XM","Stichting het Anker","2022-04-01","2019-04-01","15502","Additionele horeca","Verleend","Buurtcentrum","","","","","3:00","7:00","1:00","7:00","","","","",""
"2543","Van der Hoopstraat 94-H","SRID=4326;POINT(4.87193403722821 52.3844376997027)","1051VL","Piri Piri Amsterdam","2020-11-01","2017-11-01","14314","Restaurant","Verleend","Restaurant","23:00","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.87196041206477 52.3844059497475,4.87195552983636 52.3844190955533,4.8719225879679 52.384414514865,4.87192747020555 52.3844013690606,4.87196041206477 52.3844059497475)))"
"2544","Jan Vroegopsingel 6","SRID=4326;POINT(4.90868691831724 52.3364272656453)","1096CN","A.A.S.R. Skøll","2021-03-01","2016-03-01","1434","Additionele horeca","Verleend","Kantine","","","","","3:00","7:00","1:00","7:00","","","","",""
"2545","IJdok 87","SRID=4326;POINT(4.89492495567924 52.3844617627039)","1013MM","Nomad Restaurant","2020-12-01","2017-12-01","14515","Restaurant","Verleend","Restaurant","23:00","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89484145478272 52.3844418142237,4.89481320751989 52.3844671218969,4.89477075625715 52.3844493814112,4.89479900353281 52.384424073748,4.89484145478272 52.3844418142237)),((4.8947796052872 52.3844972531375,4.89473715400917 52.3844795126399,4.89475584139582 52.3844627700278,4.89479829266538 52.3844805105188,4.8947796052872 52.3844972531375)))"
"2546","Ferdinand Bolstraat 62-H","SRID=4326;POINT(4.89014853181804 52.3554586375696)","1072LM","Snacks & Vlaamse Friet Moes","2021-02-01","2017-08-28","11976","Fastfood","Verleend","Snackbar","","","","","3:00","7:00","1:00","7:00","","","","",""
"2547","Jacob van Lennepkade 334D","SRID=4326;POINT(4.86224399757869 52.3629688172889)","1053NJ","Cafe Lennep","2020-06-01","2017-06-01","12012","Restaurant","Verleend","Restaurant","23:00","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"2548","Plantage Kerklaan 38","SRID=4326;POINT(4.91258658679406 52.3669558442947)","1018CZ","Artis","2022-07-01","2019-07-01","11818","Alcoholvrij","Verleend","Lunchroom","","","","","","","","","","","","","SRID=4326;MULTIPOLYGON(((4.91888346372485 52.3664869046742,4.91888750131258 52.3664924749373,4.91889506135262 52.3664912016076,4.91890257857939 52.36648981127,4.91891002372453 52.3664882948214,4.91891739678801 52.3664866522617,4.91892469758027 52.3664849015653,4.91895192887309 52.3664783223892,4.9189583756716 52.366476801994,4.91896486566161 52.3664753626571,4.91897141324044 52.366474031398,4.91897801859763 52.3664727902424,4.91898466695695 52.3664716481194,4.91899135831843 52.3664706050291,4.91902708905047 52.3664655603285,4.91904071974477 52.3664636279104,4.91905439315639 52.3664618214854,4.91906810938016 52.3664601320662,4.91908186832145 52.3664585686399,4.91909565529889 52.3664571311484,4.9191093819394 52.3664558462058,4.9191199516395 52.366454629501,4.91913694831392 52.3664536901899,4.91915394498762 52.3664527508765,4.91917847755669 52.3664515173955,4.9191894511932 52.3664509656469,4.91920623450591 52.3664507821505,4.91922012538928 52.366450630276,4.9192340294392 52.3664506222527,4.91924791738743 52.3664507489778,4.91926475499326 52.3664510131706,4.91928160642875 52.3664513583035,4.919298442047 52.3664518112225,4.91931526213212 52.3664523449658,4.91933445475299 52.3664534452994,4.91934121618304 52.3664538927924,4.91935353854626 52.3664551204043,4.91937042969616 52.366456803178,4.91938168472356 52.3664578558523,4.91938920923933 52.3664585596142,4.91939676415949 52.3664591646323,4.91941190648671 52.3664600782061,4.91941950848056 52.3664603958066,4.91941804009304 52.3664548357002,4.91941466504963 52.3664546606057,4.91939097072883 52.3664335002614,4.91937499554089 52.3664322059207,4.91935900415792 52.3664310553148,4.9193429819929 52.3664300393987,4.91932692895103 52.3664291671595,4.91929478886746 52.366427862931,4.91926259877681 52.3664271247124,4.91923037335934 52.3664269525621,4.91918207520864 52.3664277774788,4.91915241398844 52.3664476037643,4.91912765803653 52.366449177702,4.9191074243658 52.3664507335417,4.91907232475571 52.366434902657,4.91904158590587 52.3664386931121,4.91901334745397 52.3664431899448,4.91897430089483 52.3664494079021,4.91895487090939 52.3664527194644,4.91891619743121 52.3664597567443,4.9188964367008 52.36648469106,4.91888346372485 52.3664869046742)),((4.91917295746226 52.3664709896186,4.91897492605511 52.366504315375,4.91901115710537 52.3665270262401,4.91917295746226 52.3664709896186)),((4.91917295746226 52.3664709896186,4.91920207565913 52.3665027048399,4.91920668783033 52.3665011232628,4.9192308872599 52.3665272917084,4.91922449199358 52.3665294953763,4.91923140162851 52.3665370003034,4.91935121839188 52.3664955822288,4.91934998615092 52.3664950915532,4.91934874941204 52.3664946051365,4.91934750821449 52.3664941229942,4.91934626259773 52.3664936451416,4.9193450126013 52.3664931715939,4.91934375826491 52.3664927023661,4.9193424996284 52.3664922374732,4.91934123673173 52.3664917769298,4.91933996961507 52.3664913207507,4.91933869831861 52.3664908689502,4.91933742288275 52.3664904215429,4.91933614334801 52.3664899785427,4.919334859755 52.366489539964,4.91933357214454 52.3664891058205,4.9193322805575 52.3664886761261,4.91933098503489 52.3664882508944,4.91932968561788 52.366487830139,4.91932838234774 52.3664874138731,4.91932707526588 52.36648700211,4.91932576441378 52.3664865948627,4.91932444983312 52.3664861921444,4.9193231315656 52.3664857939675,4.91932180965316 52.3664854003451,4.91932048413772 52.3664850112893,4.91931915506143 52.3664846268127,4.91931782246649 52.3664842469273,4.91931648639522 52.3664838716455,4.91931514689007 52.3664835009789,4.91931380399358 52.3664831349393,4.9193124577484 52.3664827735386,4.91931110819728 52.366482416788,4.91930975538312 52.3664820646989,4.91930839934886 52.3664817172825,4.91930704013759 52.3664813745499,4.91930567779246 52.3664810365119,4.91930431235677 52.3664807031793,4.91930294387386 52.3664803745626,4.91930157238721 52.3664800506724,4.91930019794038 52.3664797315188,4.91929882057705 52.366479417112,4.91929744034095 52.366479107462,4.9192960572759 52.3664788025787,4.91929467142585 52.3664785024717,4.91929328283482 52.3664782071506,4.91929189154692 52.3664779166246,4.91929049760632 52.3664776309032,4.91928910105732 52.3664773499953,4.91928770194427 52.3664770739097,4.91928630031161 52.3664768026555,4.91928489620384 52.3664765362412,4.91928348966559 52.3664762746752,4.9192820807415 52.3664760179657,4.91928066947636 52.366475766121,4.91927925591498 52.3664755191491,4.91927784010225 52.3664752770577,4.91927642208313 52.3664750398548,4.9192750019027 52.3664748075477,4.91927357960604 52.3664745801437,4.91927215523833 52.3664743576502,4.9192707288448 52.3664741400742,4.91926930047079 52.3664739274226,4.91926787016163 52.3664737197022,4.91926643796279 52.3664735169195,4.91926500391972 52.3664733190812,4.91926356807799 52.3664731261932,4.9192621304832 52.3664729382619,4.91926069118103 52.3664727552932,4.91925925021717 52.3664725772929,4.91925780763741 52.3664724042666,4.91925636348757 52.3664722362198,4.91925491781349 52.3664720731581,4.91925347066112 52.3664719150863,4.91925202207642 52.3664717620097,4.91925057210539 52.366471613933,4.91924912079409 52.3664714708609,4.91924766818863 52.366471332798,4.91924621433515 52.3664711997488,4.91924475927979 52.3664710717172,4.91924330306879 52.3664709487077,4.91924184574843 52.3664708307239,4.91924038736496 52.3664707177696,4.91923892796472 52.3664706098484,4.91923746759407 52.3664705069638,4.91923600629938 52.366470409119,4.91923454412706 52.3664703163171,4.91923308112358 52.3664702285611,4.91923161733539 52.3664701458538,4.91923015280897 52.3664700681977,4.91922868759087 52.3664699955953,4.91922722172761 52.3664699280491,4.91922575526575 52.366469865561,4.91922428825188 52.3664698081332,4.91922282073257 52.3664697557674,4.91922135275446 52.3664697084652,4.91921988436417 52.3664696662282,4.91921841560834 52.3664696290576,4.91921694653361 52.3664695969549,4.91921547718666 52.3664695699208,4.91921400761415 52.3664695479563,4.91921253786274 52.3664695310621,4.91921106797915 52.3664695192387,4.91920959801005 52.3664695124864,4.91920812800213 52.3664695108057,4.91920665800208 52.3664695141962,4.91920518805659 52.3664695226583,4.91920371821235 52.3664695361914,4.91920224851605 52.3664695547951,4.91920077901436 52.3664695784688,4.91919930975398 52.3664696072118,4.91919784078156 52.3664696410233,4.91919637214376 52.3664696799022,4.91919490388722 52.3664697238471,4.91919343605858 52.3664697728566,4.91919196870447 52.3664698269293,4.9191905018715 52.3664698860634,4.91918903560626 52.3664699502571,4.91918756995532 52.3664700195081,4.91918610496522 52.3664700938147,4.9191846406825 52.3664701731741,4.91918317715368 52.3664702575838,4.91918171442523 52.3664703470413,4.91918025254361 52.3664704415438,4.91917879155528 52.3664705410881,4.91917733150662 52.3664706456711,4.919175872444 52.3664707552896,4.91917441441378 52.36647086994,4.91917295746226 52.3664709896186)),((4.91864708766231 52.3667869639776,4.91860718382941 52.3667435850729,4.91860271880705 52.3667451312581,4.9185784912144 52.3667188726983,4.91858295623497 52.3667173265139,4.91855345832573 52.3666854478645,4.91881788074739 52.366593921076,4.91880482540854 52.3665635634395,4.9188181658284 52.3665613153354,4.9187742546666 52.3665443081264,4.91872776492517 52.366562980311,4.91866819846006 52.36660065442,4.91860009386025 52.3666279231038,4.9184960360772 52.3667021623869,4.91850793381446 52.3667364610185,4.91852740788682 52.3667512506483,4.91846906237295 52.3667775332583,4.91846338992698 52.3667877566466,4.91859297671344 52.366805713836,4.91864708766231 52.3667869639776)),((4.91318834699622 52.3672262053047,4.9133459383483 52.3673964414977,4.91342244126744 52.3673697052828,4.91326529262319 52.3671999503343,4.91318834699622 52.3672262053047)),((4.91357219266916 52.3666117429069,4.91360397680462 52.3666471985106,4.91370051120634 52.3666147711813,4.91366872701691 52.3665793156031,4.91357219266916 52.3666117429069)))"
